# Magnetic Field Jacobi algorithm data
x,y,Az,Bx,By
0.0,0.0,0.0,0.0,-0.0
0.0,1.0,0.0,0.0,-5.4097312330814634e-05
0.0,2.0,0.0,0.0,-0.00010819513130401896
0.0,3.0,0.0,0.0,-0.00016229264047566423
0.0,4.0,0.0,0.0,-0.00021639042832821977
0.0,5.0,0.0,0.0,-0.00027048511820175133
0.0,6.0,0.0,0.0,-0.0003245761353566815
0.0,7.0,0.0,0.0,-0.0003786563107734091
0.0,8.0,0.0,0.0,-0.0004327226596843686
0.0,9.0,0.0,0.0,-0.00048676299732933876
0.0,10.0,0.0,0.0,-0.0005407706865410877
0.0,11.0,0.0,0.0,-0.0005947273212097709
0.0,12.0,0.0,0.0,-0.0006486213864194589
0.0,13.0,0.0,0.0,-0.0007024270833824959
0.0,14.0,0.0,0.0,-0.0007561268323112523
0.0,15.0,0.0,0.0,-0.0008096863308105948
0.0,16.0,0.0,0.0,-0.0008630808171109744
0.0,17.0,0.0,0.0,-0.0009162664721779777
0.0,18.0,0.0,0.0,-0.0009692103490406534
0.0,19.0,0.0,0.0,-0.0010218582469357464
0.0,20.0,0.0,0.0,-0.0010741682010555562
0.0,21.0,0.0,0.0,-0.0011260749745320795
0.0,22.0,0.0,0.0,-0.001177526991702139
0.0,23.0,0.0,0.0,-0.0012284476101751332
0.0,24.0,0.0,0.0,-0.0012787753692443133
0.0,25.0,0.0,0.0,-0.0013284222190740036
0.0,26.0,0.0,0.0,-0.001377316943635724
0.0,27.0,0.0,0.0,-0.0014253605365082372
0.0,28.0,0.0,0.0,-0.0014724726440783682
0.0,29.0,0.0,0.0,-0.001518544286856667
0.0,30.0,0.0,0.0,-0.0015634871530674993
0.0,31.0,0.0,0.0,-0.0016071838701173517
0.0,32.0,0.0,0.0,-0.0016495399606722095
0.0,33.0,0.0,0.0,-0.0016904318705874442
0.0,34.0,0.0,0.0,-0.0017297613790196109
0.0,35.0,0.0,0.0,-0.0017674015867674112
0.0,36.0,0.0,0.0,-0.0018032535492757003
0.0,37.0,0.0,0.0,-0.0018371904235601202
0.0,38.0,0.0,0.0,-0.0018691160691562563
0.0,39.0,0.0,0.0,-0.0018989075438999607
0.0,40.0,0.0,0.0,-0.0019264753946533159
0.0,41.0,0.0,0.0,-0.0019517046841289064
0.0,42.0,0.0,0.0,-0.001974516672843669
0.0,43.0,0.0,0.0,-0.0019948085532849
0.0,44.0,0.0,0.0,-0.002012516209512042
0.0,45.0,0.0,0.0,-0.002027552833681402
0.0,46.0,0.0,0.0,-0.002039872442322427
0.0,47.0,0.0,0.0,-0.00204940755549684
0.0,48.0,0.0,0.0,-0.0020561331505371963
0.0,49.0,0.0,0.0,-0.002060003596822093
0.0,50.0,0.0,0.0,-0.002061016738946533
0.0,51.0,0.0,0.0,-0.002059150299749874
0.0,52.0,0.0,0.0,-0.0020544258042554564
0.0,53.0,0.0,0.0,-0.0020468446882050866
0.0,54.0,0.0,0.0,-0.0020364517990266295
0.0,55.0,0.0,0.0,-0.0020232714735229787
0.0,56.0,0.0,0.0,-0.0020073703790373554
0.0,57.0,0.0,0.0,-0.001988793848350658
0.0,58.0,0.0,0.0,-0.0019676278493477445
0.0,59.0,0.0,0.0,-0.001943935884033336
0.0,60.0,0.0,0.0,-0.00191781989517143
0.0,61.0,0.0,0.0,-0.001889358047005751
0.0,62.0,0.0,0.0,-0.001858664390559694
0.0,63.0,0.0,0.0,-0.0018258278449104198
0.0,64.0,0.0,0.0,-0.0017909704485981857
0.0,65.0,0.0,0.0,-0.0017541878524213537
0.0,66.0,0.0,0.0,-0.001715605983617334
0.0,67.0,0.0,0.0,-0.0016753233456382082
0.0,68.0,0.0,0.0,-0.001633465916358696
0.0,69.0,0.0,0.0,-0.0015901315294486746
0.0,70.0,0.0,0.0,-0.001545442820251001
0.0,71.0,0.0,0.0,-0.0014994939396986194
0.0,72.0,0.0,0.0,-0.0014524013540612273
0.0,73.0,0.0,0.0,-0.001404253118119705
0.0,74.0,0.0,0.0,-0.0013551573296440406
0.0,75.0,0.0,0.0,-0.001305194165437065
0.0,76.0,0.0,0.0,-0.0012544617894684417
0.0,77.0,0.0,0.0,-0.0012030313344574125
0.0,78.0,0.0,0.0,-0.0011509900646607598
0.0,79.0,0.0,0.0,-0.0010983994672672812
0.0,80.0,0.0,0.0,-0.0010453354769500726
0.0,81.0,0.0,0.0,-0.0009918498253813407
0.0,82.0,0.0,0.0,-0.0009380071444214004
0.0,83.0,0.0,0.0,-0.0008838497080964501
0.0,84.0,0.0,0.0,-0.0008294312440782624
0.0,85.0,0.0,0.0,-0.0007747851899114555
0.0,86.0,0.0,0.0,-0.0007199550575221593
0.0,87.0,0.0,0.0,-0.0006649663137265542
0.0,88.0,0.0,0.0,-0.0006098531592014544
0.0,89.0,0.0,0.0,-0.0005546341318113514
0.0,90.0,0.0,0.0,-0.0004993351791769739
0.0,91.0,0.0,0.0,-0.0004439690716953025
0.0,92.0,0.0,0.0,-0.00038855466607002964
0.0,93.0,0.0,0.0,-0.00033310020276426005
0.0,94.0,0.0,0.0,-0.00027761867624409955
0.0,95.0,0.0,0.0,-0.00022211507880824367
0.0,96.0,0.0,0.0,-0.00016659781157961714
0.0,97.0,0.0,0.0,-0.00011106992310469448
0.0,98.0,0.0,0.0,-5.553651312391822e-05
0.0,99.0,0.0,0.0,-0.0
1.0,0.0,0.0,5.4097312330814634e-05,-0.0
1.0,1.0,0.00010819462466162927,0.00010819513130401896,-0.00010819513130401896
1.0,2.0,0.00021639026260803792,0.0001081953281448496,-0.00021639057240959694
1.0,3.0,0.00032458528095132846,0.00010819529702420081,-0.00032458803804471094
1.0,4.0,0.00043278085665643954,0.0001081924777260871,-0.0004327839546354635
1.0,5.0,0.0005409702364035027,0.00010818570702846175,-0.0005409789551622013
1.0,6.0,0.000649152270713363,0.00010817119257165779,-0.0006491631124515655
1.0,7.0,0.0007573126215468182,0.00010814652432768711,-0.0007573334840403319
1.0,8.0,0.0008654453193687372,0.00010810668655592963,-0.0008654713306347266
1.0,9.0,0.0009735259946586775,0.00010804802685671913,-0.000973567640696495
1.0,10.0,0.0010815413730821755,0.00010796432388043213,-0.0010815924276252414
1.0,11.0,0.0011894546424195418,0.00010785069987837112,-0.001189528134870614
1.0,12.0,0.0012972427728389177,0.00010769976217272505,-0.0012973311410855687
1.0,13.0,0.0014048541667649919,0.00010750544589179347,-0.001404972919196757
1.0,14.0,0.0015122536646225047,0.00010725924742809891,-0.0015123939150519187
1.0,15.0,0.0016193726616211897,0.00010695398479972204,-0.0016195523080653525
1.0,16.0,0.0017261616342219488,0.00010658014136738286,-0.0017263704654553254
1.0,17.0,0.0018325329443559554,0.00010612953192967907,-0.0018327911277274756
1.0,18.0,0.001938420698081307,0.00010559177475776872,-0.0019387166770488897
1.0,19.0,0.002043716493871493,0.00010495785201490278,-0.00204407254767946
1.0,20.0,0.0021483364021111125,0.00010421672759633308,-0.0021487395827543988
1.0,21.0,0.002252149949064159,0.00010335879064658272,-0.0022526244473474837
1.0,22.0,0.002355053983404278,0.0001023726356430537,-0.002355585382101343
1.0,23.0,0.0024568952203502664,0.00010124837754217435,-0.0024575093741825973
1.0,24.0,0.0025575507384886266,9.997460889887041e-05,-0.002558231647728116
1.0,25.0,0.0026568444381480072,9.854157439141069e-05,-0.0026576193245524873
1.0,26.0,0.002754633887271448,9.69383174342336e-05,-0.0027554850189606545
1.0,27.0,0.0028507210730164744,9.515570044264419e-05,-0.0028516766945137903
1.0,28.0,0.0029449452881567363,9.318375034842981e-05,-0.002945985752948569
1.0,29.0,0.003037088573713334,9.101450898913116e-05,-0.003038242764347699
1.0,30.0,0.0031269743061349987,8.863958326068471e-05,-0.003128220455295978
1.0,31.0,0.0032143677402347035,8.60528076047102e-05,-0.0032157349563365226
1.0,32.0,0.003299079921344419,8.324800047009246e-05,-0.003300544101984042
1.0,33.0,0.0033808637411748884,8.022141834740132e-05,-0.003382453800739123
1.0,34.0,0.0034595227580392217,7.696971617996698e-05,-0.0034612120587235876
1.0,35.0,0.0035348031735348224,7.349217025608948e-05,-0.003536620033961807
1.0,36.0,0.0036065070985514007,6.978883679270901e-05,-0.0036084221867752693
1.0,37.0,0.0036743808471202404,6.5862519880556e-05,-0.0036764215328802313
1.0,38.0,0.0037382321383125127,6.17171203398405e-05,-0.0037403663091649447
1.0,39.0,0.0037978150877999214,5.7359325497059526e-05,-0.0038000688921340465
1.0,40.0,0.0038529507893066317,5.2797140228945686e-05,-0.003855289350584396
1.0,41.0,0.0039034093682578127,4.804127819035332e-05,-0.003905857451109815
1.0,42.0,0.003949033345687338,4.310386915599355e-05,-0.00395155345396087
1.0,43.0,0.0039896171065698,3.799953666837287e-05,-0.0039922325906746135
1.0,44.0,0.004025032419024084,3.274428039650194e-05,-0.004027703451081867
1.0,45.0,0.004055105667362804,2.7356232810384767e-05,-0.004057854294709466
1.0,46.0,0.004079744884644854,2.185472181543812e-05,-0.0040825293801114645
1.0,47.0,0.00409881511099368,1.6260708214769527e-05,-0.004101656465584452
1.0,48.0,0.004112266301074393,1.0596041325252985e-05,-0.004115121449829852
1.0,49.0,0.004120007193644186,4.883588409336677e-06,-0.004122896430705805
1.0,50.0,0.004122033477893066,-8.532970722191328e-07,-0.004124913059214166
1.0,51.0,0.004118300599499748,-6.590934691076602e-06,-0.0041211905565606425
1.0,52.0,0.004108851608510913,-1.2305611544787248e-05,-0.004111708229066866
1.0,53.0,0.004093689376410173,-1.7974005228826948e-05,-0.0040965328897101146
1.0,54.0,0.004072903598053259,-2.357321468210785e-05,-0.0040756910343784526
1.0,55.0,0.0040465429470459575,-2.9081419989274073e-05,-0.004049295167801703
1.0,56.0,0.004014740758074711,-3.44776251723208e-05,-0.004017416194275785
1.0,57.0,0.003977587696701316,-3.974252968961091e-05,-0.003980208201747521
1.0,58.0,0.003935255698695489,-4.4857964317321884e-05,-0.003937781665006985
1.0,59.0,0.003887871768066672,-4.9807954176314586e-05,-0.0038903262883257326
1.0,60.0,0.00383563979034286,-5.4577837027585145e-05,-0.003837985649646633
1.0,61.0,0.003778716094011502,-5.915550461173583e-05,-0.0037809777361846745
1.0,62.0,0.003717328781119388,-6.353020209533115e-05,-0.003719471670322606
1.0,63.0,0.0036516556898208395,-6.769394196150832e-05,-0.0036537055914262736
1.0,64.0,0.0035819408971963715,-7.163999248906605e-05,-0.0035838660970609697
1.0,65.0,0.0035083757048427074,-7.536446498085164e-05,-0.0035102031284830275
1.0,66.0,0.003431211967234668,-7.88645067831455e-05,-0.0034329127364097745
1.0,67.0,0.0033506466912764164,-8.214006725863819e-05,-0.003352248620305156
1.0,68.0,0.003266931832717392,-8.519181618953358e-05,-0.003268408790347901
1.0,69.0,0.0031802630588973493,-8.802309610769494e-05,-0.003181643396353183
1.0,70.0,0.003090885640502002,-9.063758975005518e-05,-0.0030921458118567096
1.0,71.0,0.002998987879397239,-9.304146618977372e-05,-0.003000156372334945
1.0,72.0,0.0029048027081224545,-9.52408215789144e-05,-0.0029058583584265843
1.0,73.0,0.00280850623623941,-9.724402441718661e-05,-0.0028094772494973675
1.0,74.0,0.0027103146592880813,-9.905895268263998e-05,-0.002711182035019392
1.0,75.0,0.00261038833087413,-0.00010069554017559895,-0.0026111795817611674
1.0,76.0,0.0025089235789368834,-0.00010216283097965254,-0.002509621657979289
1.0,77.0,0.002406062668914825,-0.00010347172480768192,-0.002406694012482142
1.0,78.0,0.0023019801293215196,-0.00010463186719013133,-0.0023025294569183454
1.0,79.0,0.0021967989345345624,-0.00010565458771068714,-0.0021972912632326593
1.0,80.0,0.0020906709539001453,-0.0001065496418859405,-0.0020910926151516684
1.0,81.0,0.0019836996507626814,-0.0001073283325286722,-0.001984073946671823
1.0,82.0,0.0018760142888428009,-0.00010800011728489059,-0.0018763290442078107
1.0,83.0,0.0017676994161929002,-0.00010857590034313801,-0.001767975971620104
1.0,84.0,0.0016588624881565248,-0.00010906451818499456,-0.0016590900783051443
1.0,85.0,0.001549570379822911,-0.00010947618655610309,-0.0015497681844694276
1.0,86.0,0.0014399101150443187,-0.00010981887618490135,-0.0014400687264506276
1.0,87.0,0.0013299326274531084,-0.00011010189832070497,-0.0013300689080240659
1.0,88.0,0.0012197063184029087,-0.00011033218191520283,-0.001219812191267912
1.0,89.0,0.0011092682636227027,-0.00011051798002448049,-0.0011093581543291826
1.0,90.0,0.0009986703583539478,-0.00011066506011604888,-0.0009987375132012415
1.0,91.0,0.000887938143390605,-0.00011078051310694424,-0.000887994462488869
1.0,92.0,0.0007771093321400593,-0.00011086886893104243,-0.000777149389820556
1.0,93.0,0.0006662004055285201,-0.00011093598982593009,-0.0006662335128917512
1.0,94.0,0.0005552373524881991,-0.00011098512395601637,-0.0005552594234038945
1.0,95.0,0.00044423015761648735,-0.0001110208646644824,-0.0004442478704140664
1.0,96.0,0.0003331956231592343,-0.0001110451557035492,-0.0003332062444055304
1.0,97.0,0.00022213984620938896,-0.00011106129845569893,-0.00022214739329589052
1.0,98.0,0.00011107302624783644,-0.00011106992310469448,-0.00011107612939097839
1.0,99.0,0.0,-5.553651312391822e-05,-0.0
2.0,0.0,0.0,0.00010819513130401896,-0.0
2.0,1.0,0.00021639026260803792,0.00021639057240959694,-0.0001081953281448496
2.0,2.0,0.0004327811448191939,0.00021639290674069198,-0.00021639290674069198
2.0,3.0,0.0006491760760894219,0.00021639338222586657,-0.00032459234418245496
2.0,4.0,0.000865567909270927,0.00021639091711749036,-0.0004327960504928928
2.0,5.0,0.0010819579103244026,0.00021637915781610203,-0.0005409985171582735
2.0,6.0,0.001298326224903131,0.00021635452887813062,-0.0006491998219182109
2.0,7.0,0.0015146669680806638,0.000216308218183161,-0.0007573868715282171
2.0,8.0,0.0017309426612694531,0.00021623415665616313,-0.00086555491202569
2.0,9.0,0.00194713528139299,0.0002161210969905148,-0.0009736808098673345
2.0,10.0,0.0021631848552504827,0.000215960494174119,-0.0010817524824483665
2.0,11.0,0.002379056269741228,0.00021573871346032732,-0.0011897343283521046
2.0,12.0,0.0025946622821711373,0.00021544478432614284,-0.0012976044648255682
2.0,13.0,0.002809945838393514,0.00021506277396635002,-0.0014053124538845486
2.0,14.0,0.0030247878301038374,0.00021457938886859564,-0.001512824206965776
2.0,15.0,0.003239104616130705,0.00021397655040340672,-0.0016200721901329762
2.0,16.0,0.003452740930910651,0.00021323881966212304,-0.0017270078312189622
2.0,17.0,0.003665582255454951,0.00021234621159356426,-0.0018335444240497316
2.0,18.0,0.0038774333540977793,0.00021128141995198444,-0.0019396168499072552
2.0,19.0,0.00408814509535892,0.0002100229057055091,-0.002045117437043058
2.0,20.0,0.0042974791655087975,0.00020855189966802364,-0.002149962785889167
2.0,21.0,0.004505248894694967,0.0002068457993469443,-0.0022540228754700346
2.0,22.0,0.004711170764202686,0.00020488492683511366,-0.002357194759876503
2.0,23.0,0.004915018748365195,0.00020264626562677308,-0.0024593252465506636
2.0,24.0,0.005116463295456232,0.00020010995036988995,-0.0025602912092539225
2.0,25.0,0.0053152386491049745,0.0001972533712325383,-0.00265991619337317
2.0,26.0,0.005510970037921309,0.000194057369961303,-0.0027580570668365107
2.0,27.0,0.0057033533890275805,0.00019050073398791442,-0.0028545149331294646
2.0,28.0,0.005891971505897138,0.0001865660698339086,-0.002949127815038095
2.0,29.0,0.006076485528695398,0.00018223470234740927,-0.0030416762754329144
2.0,30.0,0.006256440910591956,0.00017749219198882372,-0.0031319817980386697
2.0,31.0,0.006431469912673045,0.00017232364668806404,-0.0032198075278313683
2.0,32.0,0.006601088203968084,0.00016671884440260052,-0.003304961977204395
2.0,33.0,0.006764907601478246,0.00016066795673954542,-0.0033871953010739756
2.0,34.0,0.006922424117447175,0.00015416623322268407,-0.003466307915423187
2.0,35.0,0.007073240067923614,0.00014721012805168172,-0.0035420427168135495
2.0,36.0,0.007216844373550539,0.0001398014989184241,-0.0036141981539672134
2.0,37.0,0.007352843065760463,0.00013194412238967538,-0.0036825167884604725
2.0,38.0,0.007480732618329889,0.00012364735925381523,-0.0037468023107489197
2.0,39.0,0.007600137784268093,0.00011492304141945148,-0.003806804820986924
2.0,40.0,0.007710578701168792,0.00010578855897576834,-0.0038623412322225433
2.0,41.0,0.00781171490221963,9.62641033764736e-05,-0.00391317763163618
2.0,42.0,0.00790310690792174,8.63751395647986e-05,-0.003959152470354166
2.0,43.0,0.007984465181349227,7.614999712099706e-05,-0.004000056351085919
2.0,44.0,0.008055406902163734,6.56217040348522e-05,-0.004035757371628961
2.0,45.0,0.008115708589418931,5.482592902959771e-05,-0.0040660786802817275
2.0,46.0,0.008165058760222929,4.380217087498594e-05,-0.004090925323782789
2.0,47.0,0.008203312931168903,3.259206971838787e-05,-0.004110159921402808
2.0,48.0,0.008230242899659705,2.123996512135365e-05,-0.004123730371313346
2.0,49.0,0.00824579286141161,9.79160938431329e-06,-0.004131544020135016
2.0,50.0,0.008249826118428331,-1.7058741451627876e-06,-0.004133595605362206
2.0,51.0,0.008242381113121285,-1.3204830147300027e-05,-0.004129840338461791
2.0,52.0,0.008223416458133731,-2.46576668505279e-05,-0.004120321502421585
2.0,53.0,0.008193065779420229,-3.601719468841313e-05,-0.004105042918984968
2.0,54.0,0.008151382068756905,-4.723772190841184e-05,-0.004084095673895207
2.0,55.0,0.008098590335603405,-5.827484010266764e-05,-0.004057530495506616
2.0,56.0,0.00803483238855157,-6.908696605418142e-05,-0.00402548313798385
2.0,57.0,0.007960416403495043,-7.96345292688001e-05,-0.003988047251005998
2.0,58.0,0.00787556333001397,-8.988191342178872e-05,-0.003945398004701659
2.0,59.0,0.007780652576651465,-9.979601536035197e-05,-0.0038976660705826406
2.0,60.0,0.007675971299293266,-0.00010934855214105813,-0.0038450591143385604
2.0,61.0,0.007561955472369349,-0.00011851397932402703,-0.0037877375307579578
2.0,62.0,0.007438943340645212,-0.0001272721447584009,-0.0037259334573963116
2.0,63.0,0.007307411182852547,-0.0001356055732616361,-0.0036598289085006805
2.0,64.0,0.0071677321941219395,-0.00014350246294324602,-0.003589671973094782
2.0,65.0,0.007020406256966055,-0.00015095336065119522,-0.003515657975618657
2.0,66.0,0.006865825472819549,-0.0001579545081778714,-0.003438042518358704
2.0,67.0,0.006704497240610312,-0.00016450394606187368,-0.0033570262631865324
2.0,68.0,0.006536817580695802,-0.00017060522395197317,-0.0032728644649133738
2.0,69.0,0.006363286792706366,-0.00017626297849119123,-0.003185755924310773
2.0,70.0,0.006184291623713419,-0.00018148702401823806,-0.0030959486412585405
2.0,71.0,0.00600031274466989,-0.0001862874534301253,-0.0030036334396592477
2.0,72.0,0.005811716716853169,-0.00019067912283757737,-0.0029090453523290165
2.0,73.0,0.005618954498994735,-0.00019467632340719248,-0.002812362368304084
2.0,74.0,0.005422364070038784,-0.00019829766773620016,-0.0027138021493810626
2.0,75.0,0.005222359163522335,-0.00020156037704010263,-0.002613526303171859
2.0,76.0,0.005019243315958578,-0.0002044855692790253,-0.002511732026644916
2.0,77.0,0.004813388024964284,-0.0002070922010609438,-0.0024085622661161096
2.0,78.0,0.004605058913836691,-0.0002094027492494828,-0.0023041918871939456
2.0,79.0,0.0043945825264653186,-0.00021143684176667694,-0.0021987440463260596
2.0,80.0,0.004182185230303337,-0.0002132173165608365,-0.002092370499095118
2.0,81.0,0.003968147893343646,-0.0002147635709438577,-0.0019851744765651304
2.0,82.0,0.0037526580884156215,-0.00021609797505171878,-0.0018772847639491287
2.0,83.0,0.003535951943240208,-0.00021723896590266647,-0.0017687853477745613
2.0,84.0,0.0033181801566102885,-0.00021820778715067645,-0.001659782923133162
2.0,85.0,0.003099536368938855,-0.00021902135185451668,-0.0015503435532990269
2.0,86.0,0.002880137452901255,-0.00021969927644536168,-0.0014405532945307633
2.0,87.0,0.0026601378160481318,-0.0002202565351827157,-0.0013304620869246152
2.0,88.0,0.002439624382535824,-0.00022071075369488324,-0.0012201372196196539
2.0,89.0,0.0022187163086583653,-0.00022107467806667044,-0.001109614649224874
2.0,90.0,0.001997475026402483,-0.0002213636918403137,-0.0009989450640502467
2.0,91.0,0.001775988924977738,-0.00022158812338068544,-0.0008881528035430734
2.0,92.0,0.001554298779641112,-0.00022176094959711773,-0.0007772743168653728
2.0,93.0,0.0013324670257835024,-0.0002218899664166615,-0.0006663248328140341
2.0,94.0,0.001110518846807789,-0.00022198564247768483,-0.0005553290449754447
2.0,95.0,0.0008884957408281328,-0.00022205317899836414,-0.00044429565623035325
2.0,96.0,0.0006664124888110608,-0.00022210047711817586,-0.0003332401593385284
2.0,97.0,0.00044429478659178105,-0.000222130115014552,-0.0002221673531776644
2.0,98.0,0.00022215225878195678,-0.00022214739329589052,-0.00011108612360088198
2.0,99.0,0.0,-0.00011107612939097839,-0.0
3.0,0.0,0.0,0.00016229264047566423,-0.0
3.0,1.0,0.00032458528095132846,0.00032458803804471094,-0.00010819529702420081
3.0,2.0,0.0006491760760894219,0.00032459234418245496,-0.00021639338222586657
3.0,3.0,0.0009737699693162384,0.00032459844077640165,-0.00032459844077640154
3.0,4.0,0.0012983729576422252,0.0003245986507019056,-0.00043280938599537925
3.0,5.0,0.0016229672707200496,0.00032458947845377987,-0.0005410293128218325
3.0,6.0,0.001947551914549785,0.0003245595469416015,-0.0006492507865347875
3.0,7.0,0.0022720863646032525,0.0003245016144351662,-0.0007574733117733457
3.0,8.0,0.0025965551434201173,0.00032440062489504703,-0.0008656806360724812
3.0,9.0,0.0029208876143933466,0.00032424559727939556,-0.0009738661632786429
