# Cahn-Hilliard Free Energy
"frame, free energy"
0.0,0.01877212685105423
100.0,-0.11618450364879866
200.0,-0.16553887324348324
300.0,-0.23919940762199002
400.0,-0.35163483352563996
500.0,-0.5237211707300496
600.0,-0.787057591049348
700.0,-1.1887697300010243
800.0,-1.7971553387921866
900.0,-2.7068138196937914
1000.0,-4.039828530001778
1100.0,-5.936976500811756
1200.0,-8.531907492647175
1300.0,-11.906013687539032
1400.0,-16.03547047456376
1500.0,-20.758916775841858
1600.0,-25.79623402232149
1700.0,-30.82159424710959
1800.0,-35.55426977871913
1900.0,-39.81835329154026
2000.0,-43.55060859165913
2100.0,-46.77215885972168
2200.0,-49.55037035428683
2300.0,-51.96694628833761
2400.0,-54.09861994480193
2500.0,-56.00994388591726
2600.0,-57.75208963079038
2700.0,-59.36303581836641
2800.0,-60.86894043637464
2900.0,-62.28749497013844
3000.0,-63.63208220466433
3100.0,-64.91442435262049
3200.0,-66.14516187406664
3300.0,-67.33345764684509
3400.0,-68.48658923519834
3500.0,-69.60981775714099
3600.0,-70.70651642457148
3700.0,-71.7786023418002
3800.0,-72.82723186201704
3900.0,-73.85350122788377
4000.0,-74.85893718151173
4100.0,-75.84572229009011
4200.0,-76.81656649931757
4300.0,-77.77413706462808
4400.0,-78.72023258242095
4500.0,-79.65511234715208
4600.0,-80.57739382707582
4700.0,-81.4847460390178
4800.0,-82.37489666307657
4900.0,-83.24628517374558
5000.0,-84.09837241600175
5100.0,-84.93162013878452
5200.0,-85.74715712198257
5300.0,-86.5464174942542
5400.0,-87.33090755921232
5500.0,-88.10207366827596
5600.0,-88.86124869993196
5700.0,-89.60962543695777
5800.0,-90.34814487435149
5900.0,-91.07733388334763
6000.0,-91.7973675745089
6100.0,-92.50841554323117
6200.0,-93.2108645325734
6300.0,-93.90523098068574
6400.0,-94.59206571232536
6500.0,-95.27199384291313
6600.0,-95.9456659332303
6700.0,-96.61352249632728
6800.0,-97.2756062648458
6900.0,-97.93161213921137
7000.0,-98.58115688366252
7100.0,-99.22420903322814
7200.0,-99.86137816546466
7300.0,-100.49383068753434
7400.0,-101.12307239061141
7500.0,-101.7507989548001
7600.0,-102.3787842001946
7700.0,-103.00884278523586
7800.0,-103.64299404839457
7900.0,-104.2837474495792
8000.0,-104.93348188004515
8100.0,-105.59025625348201
8200.0,-106.24183397890255
8300.0,-106.87101759162297
