# Cahn-Hilliard Free Energy
"frame, free energy"
36700.0,-156.90092454775396
36800.0,-156.97677375030958
36900.0,-157.05242374007446
37000.0,-157.127880018978
37100.0,-157.20314631399
37200.0,-157.2782246472693
37300.0,-157.35311544456133
37400.0,-157.4278176836651
37500.0,-157.50232908403567
37600.0,-157.5766463360751
37700.0,-157.65076536498222
37800.0,-157.72468162007394
37900.0,-157.79839037717474
38000.0,-157.87188703968812
38100.0,-157.94516742362578
38200.0,-158.0182280131157
38300.0,-158.0910661753974
38400.0,-158.16368032758277
38500.0,-158.23607005107124
38600.0,-158.30823615311184
38700.0,-158.38018067838453
38800.0,-158.45190687649875
38900.0,-158.52341913391678
39000.0,-158.59472288093036
39100.0,-158.66582448586286
39200.0,-158.7367311494857
39300.0,-158.8074508125541
39400.0,-158.8779920881991
39500.0,-158.94836422856082
39600.0,-159.01857713154914
39700.0,-159.08864138922218
39800.0,-159.15856837444983
39900.0,-159.22837035792185
40000.0,-159.29806064386213
40100.0,-159.36765371061364
40200.0,-159.4371653419114
40300.0,-159.50661273618155
40400.0,-159.5760145842969
40500.0,-159.64539111035742
40600.0,-159.71476407464175
40700.0,-159.7841567423307
40800.0,-159.85359382552485
40900.0,-159.9231014092351
41000.0,-159.9927068743665
41100.0,-160.06243883234208
41200.0,-160.1323270871895
41300.0,-160.20240264207186
41400.0,-160.27269776909463
41500.0,-160.34324616476684
41600.0,-160.41408322008942
41700.0,-160.48524644538765
41800.0,-160.5567761069871
41900.0,-160.6287161561127
42000.0,-160.70111555894775
42100.0,-160.7740301679138
42200.0,-160.8475253043244
42300.0,-160.9216792494012
42400.0,-160.99658786691919
42500.0,-161.07237061767498
42600.0,-161.14917829561537
42700.0,-161.22720295170438
42800.0,-161.3066907225843
42900.0,-161.38795871621534
43000.0,-161.47141781529467
43100.0,-161.5576042400789
43200.0,-161.64722319266633
43300.0,-161.7412034214297
43400.0,-161.84073462288956
43500.0,-161.9471645570382
43600.0,-162.06144260169754
43700.0,-162.1828446132592
43800.0,-162.30786926123847
43900.0,-162.43131296718383
44000.0,-162.54898618623258
44100.0,-162.65904395024467
44200.0,-162.7614096096165
44300.0,-162.8567909600646
44400.0,-162.94607352573195
44500.0,-163.03007560498378
44600.0,-163.10948854235485
44700.0,-163.18488605485538
44800.0,-163.2567498919135
44900.0,-163.3254931439149
45000.0,-163.39147694314073
45100.0,-163.45502126830874
45200.0,-163.51641166960604
45300.0,-163.57590352901624
45400.0,-163.63372497937377
45500.0,-163.69007916640777
45600.0,-163.74514622704368
45700.0,-163.79908516203045
45800.0,-163.85203566928317
45900.0,-163.90411994664015
46000.0,-163.95544444739096
46100.0,-164.00610156461264
46200.0,-164.05617122214773
46300.0,-164.1057223557142
46400.0,-164.15481427422827
46500.0,-164.20349789746
46600.0,-164.25181687098814
46700.0,-164.29980856293602
46800.0,-164.34750494925632
46900.0,-164.39493339562824
47000.0,-164.44211734458133
47100.0,-164.48907691651377
47200.0,-164.5358294330133
47300.0,-164.58238987045456
47400.0,-164.62877125132547
47500.0,-164.67498498017423
47600.0,-164.72104113048977
47700.0,-164.76694868824194
47800.0,-164.81271575722633
47900.0,-164.85834973078636
48000.0,-164.90385743394367
48100.0,-164.94924523946895
48200.0,-164.99451916098616
48300.0,-165.03968492583004
48400.0,-165.08474803007485
48500.0,-165.129713777914
48600.0,-165.17458730738704
48700.0,-165.219373604304
48800.0,-165.26407750609818
48900.0,-165.30870369722686
49000.0,-165.35325669763034
49100.0,-165.39774084564456
49200.0,-165.44216027664058
49300.0,-165.48651889854116
49400.0,-165.53082036524444
49500.0,-165.57506804887672
49600.0,-165.61926501171328
49700.0,-165.66341397854887
49800.0,-165.707517310281
49900.0,-165.75157697948447
50000.0,-165.79559454879896
50100.0,-165.83957115301388
50200.0,-165.883507485795
50300.0,-165.92740379203082
50400.0,-165.97125986675888
50500.0,-166.01507506153862
50600.0,-166.05884829894347
50700.0,-166.10257809555478
50800.0,-166.14626259344516
50900.0,-166.18989959968133
51000.0,-166.23348663288485
51100.0,-166.2770209754245
51200.0,-166.3204997294357
51300.0,-166.36391987461934
51400.0,-166.4072783257102
51500.0,-166.4505719876355
51600.0,-166.4937978066963
51700.0,-166.53695281656067
51800.0,-166.5800341784003
51900.0,-166.62303921505776
52000.0,-166.6659654396329
52100.0,-166.70881057926363
52200.0,-166.75157259511064
52300.0,-166.79424969961747
52400.0,-166.83684037202306
52500.0,-166.87934337287734
52600.0,-166.92175775799848
52700.0,-166.96408289196717
52800.0,-167.00631846092273
52900.0,-167.0484644841548
53000.0,-167.09052132379784
53100.0,-167.13248969184522
53200.0,-167.17437065370328
53300.0,-167.2161656275893
53400.0,-167.25787637921437
53500.0,-167.29950501136057
53600.0,-167.34105394813764
53700.0,-167.38252591386885
53800.0,-167.42392390669855
53900.0,-167.46525116713633
54000.0,-167.50651114185501
54100.0,-167.54770744315525
54200.0,-167.58884380460557
54300.0,-167.62992403347852
54400.0,-167.67095196072881
54500.0,-167.71193138940615
54600.0,-167.75286604254887
54700.0,-167.79375951175535
54800.0,-167.83461520775052
54900.0,-167.87543631433851
55000.0,-167.91622574712767
55100.0,-167.9569861183162
55200.0,-167.99771970862326
55300.0,-168.0384284471467
55400.0,-168.0791138995401
55500.0,-168.11977726446602
55600.0,-168.1604193778404
55700.0,-168.2010407239903
55800.0,-168.24164145254935
55900.0,-168.2822213997559
56000.0,-168.32278011281466
56100.0,-168.36331687613986
56200.0,-168.40383073858897
56300.0,-168.44432054117982
56400.0,-168.48478494520523
56500.0,-168.5252224610507
56600.0,-168.56563147832628
56700.0,-168.6060102980923
56800.0,-168.646357167961
56900.0,-168.68667032068424
57000.0,-168.7269480165059
57100.0,-168.7671885891126
57200.0,-168.80739049449943
57300.0,-168.84755236156354
57400.0,-168.88767304279128
57500.0,-168.9277516630907
57600.0,-168.96778766466252
57700.0,-169.0077808458294
57800.0,-169.04773139194054
57900.0,-169.0876398968153
58000.0,-169.12750737364416
58100.0,-169.16733525478045
58200.0,-169.2071253803833
58300.0,-169.2468799763734
58400.0,-169.28660162260354
58500.0,-169.3262932125075
58600.0,-169.36595790576445
58700.0,-169.40559907569914
58800.0,-169.44522025323653
58900.0,-169.48482506925205
59000.0,-169.52441719711115
59100.0,-169.56400029708695
59200.0,-169.6035779641841
59300.0,-169.64315368069015
59400.0,-169.68273077452358
59500.0,-169.72231238415736
59600.0,-169.76190143057352
59700.0,-169.80150059635614
59800.0,-169.8411123116764
59900.0,-169.88073874657687
60000.0,-169.92038180865916
60100.0,-169.96004314504137
60200.0,-169.9997241473162
60300.0,-170.0394259582369
60400.0,-170.07914947900088
60500.0,-170.11889537629816
60600.0,-170.1586640887254
60700.0,-170.19845583269634
60800.0,-170.23827060854993
60900.0,-170.27810820809395
61000.0,-170.3179682252447
61100.0,-170.3578500716685
61200.0,-170.3977529993449
61300.0,-170.43767613174106
61400.0,-170.47761850483667
61500.0,-170.51757911862364
61600.0,-170.55755699902102
61700.0,-170.5975512695011
61800.0,-170.63756123122195
61900.0,-170.67758645019762
62000.0,-170.71762685006996
62100.0,-170.7576828093908
62200.0,-170.79775526297527
62300.0,-170.83784580779678
62400.0,-170.87795681502828
62500.0,-170.9180915511502
62600.0,-170.95825431253928
62700.0,-170.99845057967227
62800.0,-171.03868719910753
62900.0,-171.0789726039048
63000.0,-171.11931708632687
63100.0,-171.15973314079145
63200.0,-171.20023590042575
63300.0,-171.2408436975141
63400.0,-171.2815787868221
63500.0,-171.32246828112855
63600.0,-171.36354535942314
63700.0,-171.40485081764098
63800.0,-171.44643503365984
63900.0,-171.48836040040868
64000.0,-171.5307042199671
64100.0,-171.57356190649114
64200.0,-171.61705005343296
64300.0,-171.6613084043416
64400.0,-171.70649898823459
64500.0,-171.75279978006557
64600.0,-171.80038978809216
64700.0,-171.84942362155675
64800.0,-171.899997679439
64900.0,-171.95211688413195
65000.0,-172.0056764226142
65100.0,-172.06047070532907
65200.0,-172.11622927915647
65300.0,-172.1726644339976
65400.0,-172.22951024387814
65500.0,-172.28654158933136
65600.0,-172.34357527495308
65700.0,-172.40046285295608
65800.0,-172.457083877609
65900.0,-172.51334341512657
66000.0,-172.56917315757497
66100.0,-172.62453331952844
66200.0,-172.6794126353237
66300.0,-172.7338252585858
66400.0,-172.78780495169008
66500.0,-172.84139782386106
66600.0,-172.89465494638654
66700.0,-172.94762581251007
66800.0,-173.00035320262006
66900.0,-173.05286973653506
67000.0,-173.10519622731618
67100.0,-173.15734180375551
67200.0,-173.20930557879853
67300.0,-173.26107942417758
67400.0,-173.3126512479929
67500.0,-173.3640081459149
67600.0,-173.41513893050984
67700.0,-173.46603577916727
67800.0,-173.51669498098346
67900.0,-173.56711692834298
68000.0,-173.61730556530603
68100.0,-173.6672674948076
68200.0,-173.71701090140695
68300.0,-173.76654440112355
68400.0,-173.81587590347146
68500.0,-173.8650115661799
68600.0,-173.91395493257036
68700.0,-173.96270635161534
68800.0,-174.01126277632181
68900.0,-174.05961800572538
69000.0,-174.10776337690424
69100.0,-174.15568883628205
69200.0,-174.20338424566742
69300.0,-174.25084073276747
69400.0,-174.29805189464713
69500.0,-174.3450147054108
69600.0,-174.39173004960827
69700.0,-174.4382028764266
69800.0,-174.4844420262218
69900.0,-174.53045981068496
70000.0,-174.57627143233213
70100.0,-174.62189431628974
70200.0,-174.66734740738667
70300.0,-174.71265046629907
70400.0,-174.75782338465316
70500.0,-174.8028855323116
70600.0,-174.84785515011586
70700.0,-174.89274880620673
70800.0,-174.9375809407771
70900.0,-174.98236352918215
71000.0,-175.02710589316308
71100.0,-175.07181468187252
71200.0,-175.1164940278068
71300.0,-175.16114585998582
71400.0,-175.20577033295064
71500.0,-175.25036631204546
71600.0,-175.29493184878882
71700.0,-175.33946458742273
71800.0,-175.38396206308704
71900.0,-175.42842187792078
72000.0,-175.47284176668109
72100.0,-175.51721958212465
72200.0,-175.56155323907828
72300.0,-175.60584065465565
72400.0,-175.65007971275048
72500.0,-175.69426826733962
72600.0,-175.7384041849808
72700.0,-175.78248541522106
72800.0,-175.82651007038592
72900.0,-175.8704764941644
73000.0,-175.91438330129137
73100.0,-175.95822937742741
73200.0,-176.00201383753986
73300.0,-176.04573595093055
73400.0,-176.08939504973205
73500.0,-176.13299044350373
73600.0,-176.17652136413986
73700.0,-176.21998696186233
73800.0,-176.2633863647177
73900.0,-176.30671880192347
74000.0,-176.3499837778666
74100.0,-176.39318127145026
74200.0,-176.43631192765855
74300.0,-176.47937720660397
74400.0,-176.52237946041706
74500.0,-176.56532191900115
74600.0,-176.6082085796044
74700.0,-176.6510440095759
74800.0,-176.6938330840393
74900.0,-176.73658068872197
75000.0,-176.77929142188358
75100.0,-176.82196932804737
75200.0,-176.8646176905827
75300.0,-176.90723890117104
75400.0,-176.94983441329202
75500.0,-176.99240477584678
75600.0,-177.03494973362868
75700.0,-177.07746837496282
75800.0,-177.11995930418576
75900.0,-177.16242081766853
76000.0,-177.204851066022
76100.0,-177.24724819079682
76200.0,-177.2896104301708
76300.0,-177.33193619377886
76400.0,-177.37422411124976
76500.0,-177.4164730617137
76600.0,-177.45868219228186
76700.0,-177.50085093222697
76800.0,-177.5429790065469
76900.0,-177.5850664483358
77000.0,-177.62711360486693
77100.0,-177.6691211286731
77200.0,-177.71108994337035
77300.0,-177.75302117534727
77400.0,-177.79491604696233
77500.0,-177.83677573401337
77600.0,-177.87860119865041
77700.0,-177.92039301672364
77800.0,-177.96215122373087
77900.0,-178.0038752043103
78000.0,-178.0455636457226
78100.0,-178.08721456640941
78200.0,-178.12882541835046
78300.0,-178.17039324954146
78400.0,-178.2119149037053
78500.0,-178.2533872307633
78600.0,-178.29480728433168
78700.0,-178.3361724902561
78800.0,-178.37748078009565
78900.0,-178.4187306921758
79000.0,-178.459921447735
79100.0,-178.50105300972297
79200.0,-178.54212612763786
79300.0,-178.5831423653881
79400.0,-178.62410410300453
79500.0,-178.66501449924533
79600.0,-178.70587740199718
79700.0,-178.74669719707202
79800.0,-178.7874785928743
79900.0,-178.82822634730616
80000.0,-178.8689449528807
80100.0,-178.90963830504955
80200.0,-178.95030938597813
80300.0,-178.99096000008547
80400.0,-179.03159059721943
80500.0,-179.0722002131166
80600.0,-179.11278654429864
80700.0,-179.15334615664824
80800.0,-179.19387480627785
80900.0,-179.23436783221888
81000.0,-179.2748205677062
81100.0,-179.31522871413125
81200.0,-179.35558863026884
81300.0,-179.39589750721984
81400.0,-179.43615342219172
81500.0,-179.4763552862606
81600.0,-179.51650271773877
81700.0,-179.55659588064847
81800.0,-179.59663532630373
81900.0,-179.63662186643998
82000.0,-179.67655649156276
82100.0,-179.7164403319062
82200.0,-179.75627464437412
82300.0,-179.79606080022833
82400.0,-179.83580024694515
82500.0,-179.87549442381558
82600.0,-179.91514462308837
82700.0,-179.95475180403514
82800.0,-179.99431638281857
82900.0,-180.03383803294878
83000.0,-180.07331553643905
83100.0,-180.11274672262604
83200.0,-180.1521285197502
83300.0,-180.19145712555178
83400.0,-180.23072828104102
83500.0,-180.26993761123384
83600.0,-180.30908098293884
83700.0,-180.34815482597529
83800.0,-180.38715637115422
83900.0,-180.4260837738161
84000.0,-180.46493611164527
84100.0,-180.50371326535756
84200.0,-180.54241570704886
84300.0,-180.5810442313928
84400.0,-180.61959966894415
84500.0,-180.65808261906267
84600.0,-180.69649323350663
84700.0,-180.73483107185086
84800.0,-180.77309503798537
84900.0,-180.81128339463322
85000.0,-180.84939384185765
85100.0,-180.88742363765593
85200.0,-180.92536973536244
85300.0,-180.963228914308
85400.0,-181.0009978865591
85500.0,-181.03867337205006
85600.0,-181.07625214475232
85700.0,-181.11373106121874
85800.0,-181.15110708785352
85900.0,-181.18837734348222
86000.0,-181.22553916932435
86100.0,-181.26259023055752
86200.0,-181.2995286443796
86300.0,-181.33635312117485
86400.0,-181.37306310004988
86500.0,-181.40965885873945
86600.0,-181.4461415807053
86700.0,-181.48251336815872
86800.0,-181.51877719714605
86900.0,-181.5549368180627
87000.0,-181.59099661069172
87100.0,-181.62696140641168
87200.0,-181.66283629151553
87300.0,-181.69862640504186
87400.0,-181.734336742781
87500.0,-181.76997197681845
87600.0,-181.80553629761022
87700.0,-181.84103328342187
87800.0,-181.8764658000954
87900.0,-181.91183593248775
88000.0,-181.94714494746256
88100.0,-181.98239328695223
88200.0,-182.01758058833698
88300.0,-182.0527057282905
88400.0,-182.08776688542804
88500.0,-182.12276161668368
88600.0,-182.1576869424031
88700.0,-182.19253943565332
88800.0,-182.22731531212162
88900.0,-182.26201051803622
89000.0,-182.29662081459287
89100.0,-182.33114185824235
89200.0,-182.36556927675946
89300.0,-182.39989874123583
89400.0,-182.43412603405062
89500.0,-182.46824711257284
89600.0,-182.50225816795887
89700.0,-182.5361556780597
89800.0,-182.56993645323936
89900.0,-182.60359767388627
90000.0,-182.6371369185864
90100.0,-182.67055218228688
90200.0,-182.70384188425987
90300.0,-182.73700486620163
90400.0,-182.77004038131253
90500.0,-182.8029480756294
90600.0,-182.8357279631954
90700.0,-182.86838039682584
90800.0,-182.90090603626018
90900.0,-182.9333058153971
91000.0,-182.9655809101091
91100.0,-182.9977327078559
91200.0,-183.0297627799932
91300.0,-183.06167285733318
91400.0,-183.09346480918384
91500.0,-183.12514062579245
91600.0,-183.1567024038707
91700.0,-183.1881523346824
91800.0,-183.21949269404743
91900.0,-183.25072583354978
92000.0,-183.2818541722303
92100.0,-183.31288018809477
92200.0,-183.34380640885527
92300.0,-183.37463540144813
92400.0,-183.40536976001658
92500.0,-183.43601209220424
92600.0,-183.46656500376565
92700.0,-183.49703108165656
92800.0,-183.5274128759081
92900.0,-183.55771288071406
93000.0,-183.58793351525898
93100.0,-183.61807710488566
93200.0,-183.64814586323746
93300.0,-183.67814187601357
93400.0,-183.70806708694045
93500.0,-183.73792328649412
93600.0,-183.76771210380764
93700.0,-183.79743500206945
93800.0,-183.82709327757465
93900.0,-183.85668806243453
94000.0,-183.88622033079355
94100.0,-183.9156909082584
94200.0,-183.9451004841171
94300.0,-183.9744496258237
94400.0,-184.00373879515803
94500.0,-184.03296836543467
94600.0,-184.06213863913663
94700.0,-184.0912498653841
94800.0,-184.12030225671188
94900.0,-184.14929600471572
95000.0,-184.17823129423067
95100.0,-184.20710831581698
95200.0,-184.23592727644086
95300.0,-184.2646884083451
95400.0,-184.29339197619606
95500.0,-184.32203828266992
95600.0,-184.35062767269116
95700.0,-184.37916053656585
95800.0,-184.407637312252
95900.0,-184.43605848699406
96000.0,-184.4644245985059
96100.0,-184.49273623584077
96200.0,-184.52099404002536
96300.0,-184.54919870448023
96400.0,-184.57735097519574
96500.0,-184.60545165059102
96600.0,-184.6335015809556
96700.0,-184.66150166735926
96800.0,-184.6894528599164
96900.0,-184.71735615530463
97000.0,-184.7452125934592
97100.0,-184.77302325339608
97200.0,-184.80078924814634
97300.0,-184.82851171881882
97400.0,-184.85619182783654
97500.0,-184.88383075141772
97600.0,-184.91142967139137
97700.0,-184.93898976645033
97800.0,-184.96651220295044
97900.0,-184.99399812536524
98000.0,-185.02144864649995
98100.0,-185.04886483755826
98200.0,-185.07624771814403
98300.0,-185.1035982462637
98400.0,-185.1309173083833
98500.0,-185.15820570958002
98600.0,-185.1854641638202
98700.0,-185.212693284393
98800.0,-185.23989357453064
98900.0,-185.26706541825715
99000.0,-185.29420907152428
99100.0,-185.3213246537149
99200.0,-185.3484121396237
99300.0,-185.37547135205227
99400.0,-185.40250195518698
99500.0,-185.42950344895226
99600.0,-185.45647516455358
99700.0,-185.48341626143554
