1 0.512810
1000 8.123289
2000 10.926060
3000 11.956627
4000 12.335561
5000 12.474893
6000 12.526125
7000 12.544963
8000 12.551890
9000 12.554437
10000 12.555373
11000 12.555717
12000 12.555844
13000 12.555891
14000 12.555908
15000 12.555914
16000 12.555916
17000 12.555917
18000 12.555917
19000 12.555918
20000 12.555918
21000 12.555918
22000 12.555918
23000 12.555918
24000 12.555918
25000 12.555918
26000 12.555918
27000 12.555918
28000 12.555918
29000 12.555918
30000 12.555918
31000 12.555918
32000 12.555918
33000 12.555918
34000 12.555918
35000 12.555918
36000 12.555918
37000 12.555918
38000 12.555918
39000 12.555918
40000 12.555918
41000 12.555918
42000 12.555918
43000 12.555918
44000 12.555918
45000 12.555918
46000 12.555918
47000 12.555918
48000 12.555918
49000 12.555918
50000 12.555918
51000 12.555918
52000 12.555918
53000 12.555918
54000 12.555918
55000 12.555918
56000 12.555918
57000 12.555918
58000 12.555918
59000 12.555918
60000 12.555918
61000 12.555918
62000 12.555918
63000 12.555918
64000 12.555918
65000 12.555918
66000 12.555918
67000 12.555918
68000 12.555918
69000 12.555918
70000 12.555918
71000 12.555918
72000 12.555918
73000 12.555918
74000 12.555918
75000 12.555918
76000 12.555918
77000 12.555918
78000 12.555918
79000 12.555918
80000 12.555918
81000 12.555918
82000 12.555918
83000 12.555918
84000 12.555918
85000 12.555918
86000 12.555918
87000 12.555918
88000 12.555918
89000 12.555918
90000 12.555918
91000 12.555918
92000 12.555918
93000 12.555918
94000 12.555918
95000 12.555918
96000 12.555918
97000 12.555918
98000 12.555918
99000 12.555918
100000 12.555918
101000 12.555918
102000 12.555918
103000 12.555918
104000 12.555918
105000 12.555918
106000 12.555918
107000 12.555918
108000 12.555918
109000 12.555918
110000 12.555918
111000 12.555918
112000 12.555918
113000 12.555918
114000 12.555918
115000 12.555918
116000 12.555918
117000 12.555918
118000 12.555918
119000 12.555918
120000 12.555918
121000 12.555918
122000 12.555918
123000 12.555918
124000 12.555918
125000 12.555918
126000 12.555918
127000 12.555918
128000 12.555918
129000 12.555918
130000 12.555918
131000 12.555918
132000 12.555918
133000 12.555918
134000 12.555918
135000 12.555918
136000 12.555918
137000 12.555918
138000 12.555918
139000 12.555918
140000 12.555918
141000 12.555918
142000 12.555918
143000 12.555918
144000 12.555918
145000 12.555918
146000 12.555918
147000 12.555918
148000 12.555918
149000 12.555918
150000 12.555918
151000 12.555918
152000 12.555918
153000 12.555918
154000 12.555918
155000 12.555918
156000 12.555918
157000 12.555918
158000 12.555918
159000 12.555918
160000 12.555918
161000 12.555918
162000 12.555918
163000 12.555918
164000 12.555918
165000 12.555918
166000 12.555918
167000 12.555918
168000 12.555918
169000 12.555918
170000 12.555918
171000 12.555918
172000 12.555918
173000 12.555918
174000 12.555918
175000 12.555918
176000 12.555918
177000 12.555918
178000 12.555918
179000 12.555918
180000 12.555918
181000 12.555918
182000 12.555918
183000 12.555918
184000 12.555918
185000 12.555918
186000 12.555918
187000 12.555918
188000 12.555918
189000 12.555918
190000 12.555918
191000 12.555918
192000 12.555918
193000 12.555918
194000 12.555918
195000 12.555918
196000 12.555918
197000 12.555918
198000 12.555918
199000 12.555918
200000 12.555918
201000 12.555918
202000 12.555918
203000 12.555918
204000 12.555918
205000 12.555918
