15 33      17.44254288
15 34      16.43238878
15 35      15.41581018
15 36      14.41365275
15 37      13.44383344
15 38      12.52110602
15 39      11.65706120
15 40      10.86031743
15 41      10.13685058
15 42       9.49040977
15 43       8.92297130
15 44       8.43519135
15 45       8.02682842
15 46       7.69711675
15 47       7.44508146
15 48       7.26979333
15 49       7.17056641

16 0       7.36813845
16 1       7.42311953
16 2       7.56012377
16 3       7.77977585
16 4       8.08315070
16 5       8.47157699
16 6       8.94638449
16 7       9.50858813
16 8      10.15850581
16 9      10.89531347
16 10      11.71655031
16 11      12.61759790
16 12      13.59116940
16 13      14.62685671
16 14      15.71079238
16 15      16.82548712
16 16      17.94990102
16 17      19.05979464
16 18      20.12838543
16 19      21.12730655
16 20      22.02783092
16 21      22.80228856
16 22      23.42557424
16 23      23.87662076
16 24      24.13970481
16 25      24.20546045
16 26      24.07149876
16 27      23.74257044
16 28      23.23025393
16 29      22.55220113
16 30      21.73101660
16 31      20.79288071
16 32      19.76604620
16 33      18.67934073
16 34      17.56079528
16 35      16.43649313
16 36      15.32970154
16 37      14.26031260
16 38      13.24458702
16 39      12.29516769
16 40      11.42131174
16 41      10.62928056
16 42       9.92282655
16 43       9.30372100
16 44       8.77227801
16 45       8.32784119
16 46       7.96921232
16 47       7.69501200
16 48       7.50397080
16 49       7.39515550

17 0       7.57999677
17 1       7.63716662
17 2       7.78230422
17 3       8.01617460
17 4       8.34011682
17 5       8.75582508
17 6       9.26506771
17 7       9.86933475
17 8      10.56940951
17 9      11.36486695
17 10      12.25351215
17 11      13.23078507
17 12      14.28917179
17 13      15.41767619
17 14      16.60141696
17 15      17.82141959
17 16      19.05467071
17 17      20.27448883
17 18      21.45124254
17 19      22.55341463
17 20      23.54897199
17 21      24.40696061
17 22      25.09920960
17 23      25.60200250
17 24      25.89756398
17 25      25.97521870
17 26      25.83210575
17 27      25.47337497
17 28      24.91184445
17 29      24.16715433
17 30      23.26450327
17 31      22.23309276
17 32      21.10442723
17 33      19.91062103
17 34      18.68284912
17 35      17.45004969
17 36      16.23794913
17 37      15.06843931
17 38      13.95929942
17 39      12.92422405
17 40      11.97309827
17 41      11.11245030
17 42      10.34601166
17 43       9.67532146
17 44       9.10032363
17 45       8.61991961
17 46       8.23245363
17 47       7.93611983
17 48       7.72929057
17 49       7.61077195

18 0       7.77869212
18 1       7.83769625
18 2       7.99038146
18 3       8.23765115
18 4       8.58110926
18 5       9.02281928
18 6       9.56499562
18 7      10.20961542
18 8      10.95794478
18 9      11.80998104
18 10      12.76382508
18 11      13.81501170
18 12      14.95584255
18 13      16.17478151
18 14      17.45598527
18 15      18.77904798
18 16      20.11903636
18 17      21.44687763
18 18      22.73013701
18 19      23.93418496
18 20      25.02371111
18 21      25.96449589
18 22      26.72531059
18 23      27.27978703
18 24      27.60808625
18 25      27.69820439
18 26      27.54678369
18 27      27.15934460
18 28      26.54991426
18 29      25.74008995
18 30      24.75763366
18 31      23.63473823
18 32      22.40613107
18 33      21.10718544
18 34      19.77219335
18 35      18.43292142
18 36      17.11752912
18 37      15.84988243
18 38      14.64925402
18 39      13.53036609
18 40      12.50370887
18 41      11.57605636
18 42      10.75110018
18 43      10.03013048
18 44       9.41270645
18 45       8.89727501
18 46       8.48171245
18 47       8.16377782
18 48       7.94147815
18 49       7.81335319

19 0       7.96032655
19 1       8.02075094
19 2       8.18019455
19 3       8.43969221
19 4       8.80110388
19 5       9.26685286
19 6       9.83959089
19 7      10.52177629
19 8      11.31515687
19 9      12.22015879
19 10      13.23519514
19 11      14.35592459
19 12      15.57450810
19 13      16.87892981
19 14      18.25246196
19 15      19.67336202
19 16      21.11488698
19 17      22.54569563
19 18      23.93068097
19 19      25.23223512
19 20      26.41190085
19 21      27.43231306
19 22      28.25928807
19 23      28.86388569
19 24      29.22425509
19 25      29.32708456
19 26      29.16850802
19 27      28.75437372
19 28      28.09984671
19 29      27.22838646
19 30      26.17020526
19 31      24.96036262
19 32      23.63667924
19 33      22.23765883
19 34      20.80058848
19 35      19.35995222
19 36      17.94624545
19 37      16.58522686
19 38      15.29759744
19 39      14.09905761
19 40      13.00066787
19 41      12.00942576
19 42      11.12897115
19 43      10.36034140
19 44       9.70271289
19 45       9.15408351
19 46       8.71186869
19 47       8.37339944
19 48       8.13632320
19 49       7.99891685

20 0       8.12120274
20 1       8.18257933
20 2       8.34779359
20 3       8.61799952
20 4       8.99529416
20 5       9.48243674
20 6      10.08249004
20 7      10.79836779
20 8      11.63227818
20 9      12.58506342
20 10      13.65544960
20 11      14.83923863
20 12      16.12849396
20 13      17.51079119
20 14      18.96862098
20 15      20.47904005
20 16      22.01366428
20 17      23.53908193
20 18      25.01773487
20 19      26.40927221
20 20      27.67232817
20 21      28.76662036
20 22      29.65521481
20 23      30.30676747
20 24      30.69753602
20 25      30.81296528
20 26      30.64868470
20 27      30.21081357
20 28      29.51554134
20 29      28.58802727
20 30      27.46073368
20 31      26.17136130
20 32      24.76058700
20 33      23.26980913
20 34      21.73908696
20 35      20.20542102
20 36      18.70147029
20 37      17.25474597
20 38      15.88727022
20 39      14.61564630
20 40      13.45145821
20 41      12.40190449
20 42      11.47057009
20 43      10.65825063
20 44       9.96376002
20 45       9.38467233
20 46       8.91796849
20 47       8.56057583
20 48       8.30980206
20 49       8.16367470

21 0       8.25793895
21 1       8.31975439
21 2       8.48956767
21 3       8.76863466
21 4       9.15926028
21 5       9.66450138
21 6      10.28778756
21 7      11.03244209
21 8      11.90109104
21 9      12.89495987
21 10      14.01307168
21 11      15.25138015
21 12      16.60189211
21 13      18.05185535
21 14      19.58310527
21 15      21.17167363
21 16      22.78776070
21 17      24.39615605
21 18      25.95716064
21 19      27.42801696
21 20      28.76479691
21 21      29.92463791
21 22      30.86816320
21 23      31.56188266
21 24      31.98035287
21 25      32.10788469
21 26      31.93962377
21 27      31.48189062
21 28      30.75174402
21 29      29.77581380
21 30      28.58852483
21 31      27.22989266
21 32      25.74310541
21 33      24.17211266
21 34      22.55942146
21 35      20.94425783
21 36      19.36119659
21 37      17.83930244
21 38      16.40176990
21 39      15.06600405
21 40      13.84405430
21 41      12.74329810
21 42      11.76727168
21 43      10.91655549
21 44      10.18964045
21 45       9.58372247
21 46       9.09539416
21 47       8.72122129
21 48       8.45820623
21 49       8.30415111

22 0       8.36758194
22 1       8.42928933
22 2       8.60237088
22 3       8.88816228
22 4       9.28913776
22 5       9.80859981
22 6      10.45028370
22 7      11.21785703
22 8      12.11430106
22 9      13.14117228
22 10      14.29775815
22 11      15.58016137
22 12      16.98036978
22 13      18.48539147
22 14      20.07655368
22 15      21.72907477
22 16      23.41201708
22 17      25.08871153
22 18      26.71771124
22 19      28.25428271
22 20      29.65238307
22 21      30.86700917
22 22      31.85674610
22 23      32.58630068
22 24      33.02878590
22 25      33.16753190
22 26      32.99723826
22 27      32.52434604
22 28      31.76659031
22 29      30.75178016
22 30      29.51593426
22 31      28.10096198
22 32      26.55211659
22 33      24.91545411
22 34      23.23550957
22 35      21.55335849
22 36      19.90517270
22 37      18.32131615
22 38      16.82596764
22 39      15.43720918
22 40      14.16748701
22 41      13.02433612
22 42      12.01125942
22 43      11.12866378
22 44      10.37477495
22 45       9.74647591
22 46       9.24003618
22 47       8.85171907
22 48       8.57827007
22 49       8.41729979

23 0       8.44771121
23 1       8.50874468
23 2       8.68363881
23 3       8.97378334
23 4       9.38177506
23 5       9.91109842
23 6      10.56571844
23 7      11.34956498
23 8      12.26589399
23 9      13.31652334
23 10      14.50095717
23 11      15.81543379
23 12      17.25195581
23 13      18.79738502
23 14      20.43270420
23 15      22.13255967
23 16      23.86519738
23 17      25.59288769
23 18      27.27289986
23 19      28.85903624
23 20      30.30367437
23 21      31.56019920
23 22      32.58564734
23 23      33.34334051
23 24      33.80526496
23 25      33.95396290
23 26      33.78374192
23 27      33.30107508
23 28      32.52414904
23 29      31.48160813
23 30      30.21062634
23 31      28.75450422
23 32      27.16002645
23 33      25.47482276
23 34      23.74495316
23 35      22.01289262
23 36      20.31602909
23 37      18.68572308
23 38      17.14691523
23 39      15.71821854
23 40      14.41239829
23 41      13.23712624
23 42      12.19589535
23 43      11.28899365
23 44      10.51445563
23 45       9.86893380
23 46       9.34845649
23 47       8.94905881
23 48       8.66729005
23 49       8.50061225

24 0       8.49652833
24 1       8.55631965
24 2       8.73148812
24 3       9.02344899
24 4       9.43486889
24 5       9.96934148
24 6      10.63097427
24 7      11.42386420
24 8      12.35144734
24 9      13.41571949
24 10      14.61634158
24 11      15.94966506
24 12      17.40773717
24 13      18.97736974
24 14      20.63937639
24 15      22.36809453
24 16      24.13130794
24 17      25.89066830
24 18      27.60267891
24 19      29.22025209
24 20      30.69478859
24 21      31.97865946
24 22      33.02790893
24 23      33.80495077
24 24      34.28100903
24 25      34.43806303
24 26      34.27009710
24 27      33.78352344
24 28      32.99673291
24 29      31.93882165
24 30      30.64762739
24 31      29.16727681
24 32      27.54548456
24 33      25.83085303
24 34      24.07039944
24 35      22.30749008
24 36      20.58029930
24 37      18.92084312
24 38      17.35457420
24 39      15.90047363
24 40      14.57154030
24 41      13.37556187
24 42      12.31605073
24 43      11.39324081
24 44      10.60506175
24 45       9.94803139
24 46       9.41803193
24 47       9.01095628
24 48       8.72322815
24 49       8.55221106

25 0       8.51292543
25 1       8.57092193
25 2       8.74479228
25 3       9.03594733
25 4       9.44706719
25 5       9.98177665
25 6      10.64423129
25 7      11.43859165
25 8      12.36837031
25 9      13.43564843
25 10      14.64017548
25 11      15.97838717
25 12      17.44240157
25 13      19.01907752
25 14      20.68924074
25 15      22.42719501
25 16      24.20063540
25 17      25.97106306
25 18      27.69476624
25 19      29.32438005
25 20      30.81097384
25 21      32.10654688
25 22      33.16675022
25 23      33.95360586
25 24      34.43797228
25 25      34.60151387
25 26      34.43797228
25 27      33.95360586
25 28      33.16675022
25 29      32.10654688
25 30      30.81097384
25 31      29.32438005
25 32      27.69476624
25 33      25.97106306
25 34      24.20063540
25 35      22.42719501
25 36      20.68924074
25 37      19.01907752
25 38      17.44240157
25 39      15.97838717
25 40      14.64017548
25 41      13.43564843
25 42      12.36837031
25 43      11.43859165
25 44      10.64423129
25 45       9.98177665
25 46       9.44706719
25 47       9.03594733
25 48       8.74479228
25 49       8.57092193

26 0       8.49652833
26 1       8.55221106
26 2       8.72322815
26 3       9.01095628
26 4       9.41803193
26 5       9.94803139
26 6      10.60506175
26 7      11.39324081
26 8      12.31605073
26 9      13.37556187
26 10      14.57154030
26 11      15.90047363
26 12      17.35457420
26 13      18.92084312
26 14      20.58029930
26 15      22.30749008
26 16      24.07039944
26 17      25.83085303
26 18      27.54548456
26 19      29.16727681
26 20      30.64762739
26 21      31.93882165
26 22      32.99673291
26 23      33.78352344
26 24      34.27009710
26 25      34.43806303
26 26      34.28100903
26 27      33.80495077
26 28      33.02790893
26 29      31.97865946
26 30      30.69478859
26 31      29.22025209
26 32      27.60267891
26 33      25.89066830
26 34      24.13130794
26 35      22.36809453
26 36      20.63937639
26 37      18.97736974
26 38      17.40773717
26 39      15.94966506
26 40      14.61634158
26 41      13.41571949
26 42      12.35144734
26 43      11.42386420
26 44      10.63097427
26 45       9.96934148
26 46       9.43486889
26 47       9.02344899
26 48       8.73148812
26 49       8.55631965

27 0       8.44771121
27 1       8.50061225
27 2       8.66729005
27 3       8.94905881
27 4       9.34845649
27 5       9.86893380
27 6      10.51445563
27 7      11.28899365
27 8      12.19589535
27 9      13.23712624
27 10      14.41239829
27 11      15.71821854
27 12      17.14691523
27 13      18.68572308
27 14      20.31602909
27 15      22.01289262
27 16      23.74495316
27 17      25.47482276
27 18      27.16002645
27 19      28.75450422
27 20      30.21062634
27 21      31.48160813
27 22      32.52414904
27 23      33.30107508
27 24      33.78374192
27 25      33.95396290
27 26      33.80526496
27 27      33.34334051
27 28      32.58564734
27 29      31.56019920
27 30      30.30367437
27 31      28.85903624
27 32      27.27289986
27 33      25.59288769
27 34      23.86519738
27 35      22.13255967
27 36      20.43270420
27 37      18.79738502
27 38      17.25195581
27 39      15.81543379
27 40      14.50095717
27 41      13.31652334
27 42      12.26589399
27 43      11.34956498
27 44      10.56571844
27 45       9.91109842
27 46       9.38177506
